4.3395
0.8001
0.3815
0.9017
0.2413
0.4852
0.2341
0.2551
0.1464
0.2625
0.2553
0.1514
0.2356
0.3541
0.6061
0.2551
0.3183
0.3619
0.2666
0.2692
0.2079
0.4230
0.6340
0.4988
2.0208
0.3364
0.2310
0.3698
0.7422
0.5045
0.8996
0.2105
0.4168
0.2301
0.2346
0.2351
0.3350
